,premise,hypothesis,label
1484,The irony is that on that point we agree.  Until you start defending them because you like their foreign policy.  Guess you hate all those little brown Muslims worse than you hate Hill and Billary and dont mind if the latter kills em by the millions for you...,The use of violence is encouraged or desired against a religion.,2
1485,The Islamic religion is tied to killing people just like the Catholic religion has been tied to sexually abusing boys.  Do some religions seem to find their way into these social problems and why?,A religion promotes violence or intolerance.,2
1486,The Islamic State is a death cult.  Indeedand a rape club and a vandal society.,A religion promotes violence or intolerance.,2
1487,The only hatred here is coming from islam and is being directed at the Western way of life  This is how islam operates to take over and force sharia law on everyone,A religion promotes violence or intolerance.,2
1488,The solution is to destroy ISIS and other Islamist ideologies.,The use of violence is encouraged or desired against a religion.,2
1489,They will build the wall and pay for it when we begin deportation of their criminals and our illegals plus a coupla thousand muslims.. The trash that NO ONE wants.. Dry Tortugas and bust..,Members of a religion should be excluded and marginalized.,2
1490,They will build the wall and pay for it when we begin deportation of their criminals and our illegals plus a coupla thousand muslims.. The trash that NO ONE wants.. Dry Tortugas and bust..,The integration of a religion should be avoided in a country or society.,2
1491,Tittle of article: Muslims have the most to lose from Barcelona  Reality: The ones who have the most to lose are the dead murdered by Islamic terrorists on the streets of Barcelona.,A religion promotes violence or intolerance.,2
1492,tRump followers again follow unfallowed stupid 100 false claims.  Clinton WANTS to allow Radical Islamic terrorists to pour into our country. Donald tRump June 13 2016,Members of a religion are a threat.,2
1493,tRump followers again follow unfallowed stupid 100 false claims.  Clinton WANTS to allow Radical Islamic terrorists to pour into our country. Donald tRump June 13 2016,A religion promotes violence or intolerance.,2
1494,Trump is implementing his Muslim ban in steps.  This is 17 toward a Muslim ban.,Members of a religion should be excluded and marginalized.,2
1495,Trump is implementing his Muslim ban in steps.  This is 17 toward a Muslim ban.,The integration of a religion should be avoided in a country or society.,2
1496,Trump:  Ill build a wall on the Alaska border too.  It will be tall beautiful and long.  And it will keep all those Canadian beer drinkers out of our country especially if they are Muslim.  And Pierres kid is gonna pay for it too.,Members of a religion should be excluded and marginalized.,2
1497,Trump:  Ill build a wall on the Alaska border too.  It will be tall beautiful and long.  And it will keep all those Canadian beer drinkers out of our country especially if they are Muslim.  And Pierres kid is gonna pay for it too.,The integration of a religion should be avoided in a country or society.,2
1498,Very  dramatic  Not all muslims are terrorist but  all terrorist  are Muslims,A religion promotes violence or intolerance.,2
1499,Very  dramatic  Not all muslims are terrorist but  all terrorist  are Muslims,Members of a religion are a threat.,2
1500,Was it most helpful in explaining about misogynistic religion that forces women to cover themselves from head to toe or was it in how she explained a murderous religion that murders gays and lesbians by throwing them off buildings?  Do tell.,A religion promotes violence or intolerance.,2
1501,Well said Heckler  And I believe you are on to something important: whatever difference there may have been in the past between a murdering marauding Muslim extremist and a murdering marauding Democrat Party extremist now would appear to be approaching the vanishing point.,A religion promotes violence or intolerance.,2
1502,Whats so hard to understand?   Islamic idiot cant stand the sight of normal people being happy.  Proceeds to kill innocent people because on some level he feels its his right to do so in the name of Allah. Idiot gets killed in the process.  Its the same crap every week.,A religion promotes violence or intolerance.,2
1503,Whats so hard to understand?   Islamic idiot cant stand the sight of normal people being happy.  Proceeds to kill innocent people because on some level he feels its his right to do so in the name of Allah. Idiot gets killed in the process.  Its the same crap every week.,A religion or members of a religion are stupid.,2
