premise,hypothesis,label
Outsider77 : Yes...exactly.  How would you feel if you encountered a mean heavy ignorant  woman and said to a bystander OMG What a stupid fat pig.  Then you read the next day: Outsider77 Calls All Women Stupid Pigs.  Trump NEVER said that...nor did he Ever Call ALL Mexicans drug smugglers  rapists and Murderers.,A religion is preferred to another.,1
Outsider77 : Yes...exactly.  How would you feel if you encountered a mean heavy ignorant  woman and said to a bystander OMG What a stupid fat pig.  Then you read the next day: Outsider77 Calls All Women Stupid Pigs.  Trump NEVER said that...nor did he Ever Call ALL Mexicans drug smugglers  rapists and Murderers.,A religion or members of a religion are compared to devils or demons.,1
Its not a Muslim ban. Its a ban of Countries that seem to have a lot of terrorists that seem to practice a certain religion. Where do they go those ideas from? Is it from thin air? Or is it from some book they read?,Members of a religion should be excluded and marginalized.,1
Its not a Muslim ban. Its a ban of Countries that seem to have a lot of terrorists that seem to practice a certain religion. Where do they go those ideas from? Is it from thin air? Or is it from some book they read?,The integration of a religion should be avoided in a country or society.,1
Its not a Muslim ban. Its a ban of Countries that seem to have a lot of terrorists that seem to practice a certain religion. Where do they go those ideas from? Is it from thin air? Or is it from some book they read?,A religion is preferred to another.,1
Its not a Muslim ban. Its a ban of Countries that seem to have a lot of terrorists that seem to practice a certain religion. Where do they go those ideas from? Is it from thin air? Or is it from some book they read?,Religious attire or symbols should be prohibited.,1
Why is it racist if a white person voted Republican but its not racist if a black person voted for Obama?,Members of a religion are a threat.,1
Why is it racist if a white person voted Republican but its not racist if a black person voted for Obama?,Members of a religion are compared to animals.,1
Why is it racist if a white person voted Republican but its not racist if a black person voted for Obama?,A religion is preferred to another.,1
Why is it racist if a white person voted Republican but its not racist if a black person voted for Obama?,A religion or members of a religion are compared to devils or demons.,1
I am so sick of republicans basing EVERYTHING and EVERYONE on drilling in ANWR There is no need to drill in ANWR Leave it be. Give it a rest. Find another issue besides my crotch and your bible.,A religion is inferior when compared to another religion.,1
I am so sick of republicans basing EVERYTHING and EVERYONE on drilling in ANWR There is no need to drill in ANWR Leave it be. Give it a rest. Find another issue besides my crotch and your bible.,Members of a religion are a threat.,1
