,comment_text,identity_attack_x,bias,target,category,rationale,predicted,labels
831,Oh yes were just so nasty. Nasty women. Nasty men. Nasty lesbians and gays and transgendered persons. Were just nasty people.    URL ?vo0fH5G_7iz0,0.676470588,neutral,,none,,['neutral'],"{'contradiction': 2.3, 'neutral': 56.8, 'entailment': 40.9}"
832,more white citizen  terrorism?,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 3.4, 'entailment': 95.9}"
833,Wonder if this writer is mormon ? Why else would she or anyone want him..Hes a two time loser with a nastyholier that thou attitude..Poor loser too.,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 4.9, 'entailment': 94.8}"
834,Catholics who voted for Trump are getting what they deserve. Unfortunately the rest of us are going to have to suffer with them.,0.253521127,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.7, 'entailment': 96.8}"
835,Who writes these morons speeches? No matter where or who is speaking the theme is the same WHITE racism but BLACK racism is OK??? Kill the boer Mshiniwam etc.etc. The biggest problem is that the great unwashed believe this crap that spouts from these morons,0.542857143,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 12.9, 'entailment': 86.5}"
836,If immigrants want to save their language  i suggest they stay where they are and dont come here.,0.5,neutral,,none,,['entailment'],"{'contradiction': 2.0, 'neutral': 16.0, 'entailment': 82.0}"
837,So if a restaurant owner puts up a sign saying No Blacks Allowed youre aok with that? Because that is the logical end of what youre saying.,1,neutral,,none,,['entailment'],"{'contradiction': 7.4, 'neutral': 43.4, 'entailment': 49.3}"
838,About as much sense as allowing Muslim immigrants into the country surrounded by their enemies.,0.833333333,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 5.1, 'entailment': 94.0}"
839,Just funny that you are equating the muslims with people with disabilities. You said it. Not me.,0.636363636,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 6.5, 'entailment': 92.7}"
840,Poor guy didnt realize that Make my Day... was uttered by a white guy with a gun? Such silly laws were never intended for HIM,0.263157895,neutral,,none,,['neutral'],"{'contradiction': 5.1, 'neutral': 60.9, 'entailment': 34.0}"
841,What do you want to do about the worldwide oppression of people of color?  You will never change it   You mostly hate white America,0.533333333,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 2.4, 'entailment': 96.9}"
842,The poor Arabs clearly its everyone elses fault. Because their own leadership has had no say in the matter.  Drivel,0.9,neutral,,none,,['entailment'],"{'contradiction': 4.2, 'neutral': 19.7, 'entailment': 76.1}"
843,I dont disagree but unfortunately once you try to use religion as a club to shame others with you become the poster child for what is wrong with many so called religious folks in this country.  Not all and not even a majority but enough that it gives those who are religious and polite a bad name just by association.  Im not Christian and I cant tell you how many times I have been prodded by so called religious folks about how I will be going to hell if I dont embrace Jesus.  I generally just ignore those fools kind of like how I ignore the idiots with the bullhorns screaming about how you must repent.  For the life of me I cant figure out how a message of repent or burn in hell is a compelling message to get converts especially if the message is screamed at me through a bullhorn.,0.5,neutral,,none,,['neutral'],"{'contradiction': 2.5, 'neutral': 69.2, 'entailment': 28.3}"
844,Yes some men are scumbags.  Yes some women are scumbags.  Did anything real happen in the world while the focus of the NA press was on this story?,0.275,neutral,,none,,['entailment'],"{'contradiction': 2.7, 'neutral': 7.6, 'entailment': 89.6}"
845,AChord you are INSANE Government isnt shoving Islam down your throat. Get back on your meds and stop embarrassing yourself.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 2.0, 'neutral': 12.4, 'entailment': 85.6}"
846,The world according to Forest Trump: Nazis: Good people. African Americans protesting police killings of innocent people: Sons of btches. Awesome twittler,0.257142857,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 6.1, 'entailment': 92.9}"
847,Yes your honor I thought he meant me harm so I killed him. Is that it? You realize that is exactly the defence successfully used by that white guy in the US who shot an unarmed black kid merely for being in his neighborhood. Is that the company you want to keep? Not me.,0.8,neutral,,none,,['entailment'],"{'contradiction': 2.8, 'neutral': 17.4, 'entailment': 79.9}"
848,U  Like Sucking Black C O C K,0.643586006,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 4.2, 'entailment': 95.4}"
849,Name me a good white supremacist or Nazi. Just one.,0.281690141,neutral,,none,,['entailment'],"{'contradiction': 1.9, 'neutral': 4.3, 'entailment': 93.8}"
850,What if the hat was more blatant such as I hate blacks and women.  Would it still be just a hat?,0.575,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 6.3, 'entailment': 92.7}"
851,They are protesting dirty cops murdering innocent black people? Where did you hear that? Also thanks for the cursory introduction to law.    It must be hard for you to process that an educated mind might see something in a different way than you. Pull some more GED jokes on people cus that is just classy.,0.6,neutral,,none,,['entailment'],"{'contradiction': 2.3, 'neutral': 13.3, 'entailment': 84.4}"
852,I would be carrying more than a large knife if people were shooting at my home and animals calling me a white nigger threatening to shoot me and showing up with a virtual lynch mob of ignorant people who are shouting and threatening to tape me up and send me out of town. The leaders of Akiak have led their people to commit illegal actions before and what would stop them if they told these people to harm this man? I understand that kind of harassment is legal and accepted in Alaskan native villages apparently but its not right on a human or a Christian level  which is apparently not their religion. Sooo he is  wearing a knife on his belt on a small farm in Alaska and that makes him a bad person? Hahaha. Thats beautiful.,0.7,neutral,,none,,['entailment'],"{'contradiction': 1.7, 'neutral': 8.3, 'entailment': 90.1}"
853,Well now up until the last sentence I was willing to consider your point of view.  But you had to inject a racist comment and that invalidated your entire post as far as Im concerned. Yes people who denigrate whites are just as racist as those who commit racial slurs against blacks or Latinos or other people of color.  It is apparent that you dont like whites in Langley that is a shame.  So Mstraub to you I say:  suck it up cupcake and soldier on were here to stay.,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.3, 'entailment': 97.5}"
854,BAM Illegal alien huggers are down for the eight count........,0.283783784,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 8.3, 'entailment': 90.8}"
855,Racism exists in all of humanity and isnt only a problem among Whites. That you would even suggest it is racist in and of itself.,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 1.7, 'entailment': 97.9}"
856,Jojeja2 Standing up against illegals like you is not racist you jacka. Get a life you illegal its you whom spews racism against blacks Asians whites and others Heres a video of you and your La Raza family promoting to kill whitey...  URL _Q?t121,0.567567568,neutral,,none,,['entailment'],"{'contradiction': 1.7, 'neutral': 6.5, 'entailment': 91.7}"
857,Blacks can ride any public bus they please as long as they sit in the back?  Wrong and your thoughts on blacks are abhorrent.  Blacks should ride on any bus on any seat just like gays should be able to buy any pre made cake because its right.,0.5,neutral,,none,,['entailment'],"{'contradiction': 6.0, 'neutral': 5.8, 'entailment': 88.2}"
858,Would you ask the same question if she were white?,0.5,neutral,,none,,['entailment'],"{'contradiction': 10.5, 'neutral': 35.2, 'entailment': 54.3}"
859,Where does it say anything about Muslims being the cause of his fear?,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.9, 'neutral': 21.3, 'entailment': 76.8}"
860,You might want to stop referring to black people as black folks.,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 14.5, 'entailment': 84.2}"
861,Yes bullets work on black people too.,0.9,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 5.0, 'entailment': 93.9}"
862,How sexist you are. You only think white racists are men.   Dont you hate it when your idiotic arguments are used against you?,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 1.5, 'entailment': 98.2}"
863,Fantastic job of deflection. Blacks Chicago Leftists You forgot Hillary Emails,0.527027027,neutral,,none,,['entailment'],"{'contradiction': 2.7, 'neutral': 16.5, 'entailment': 80.7}"
864,I can see why.  Russians arent dumb they can see what fRANCIS thinks of Chinese Catholics.,0.274193548,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.3, 'entailment': 95.3}"
865,Multiculturalism is ok but it needs its limits. If we create a country that ignores uniform constitutional rights and endows or encourages different uneven rights upon separate groups  religious ethnic andor cultural  we will fail as a nation.  Thanks to mixedfeministIslamic messages from Trudeau Muslim women need help in Canada  clearly theyre prisoners in a culture with misogynistic cells where many masochistically selfimpose a lockdown with religious fervour and stubbornly argue with critics that its their democratic right to do so.  Easy to speak for the few too bad it imprisons the majority of fearful moderate Muslim women who given the chance just want to blend in with other western women.  How do we know this? Just look at the historical direction of Muslim women in Iran Pakistan Turkey and others where gradual relaxations on strict cultural garb inevitably leads to crushing crackdowns upon women by male Islamic religion police  be they official or unofficial.,1,neutral,,none,,['entailment'],"{'contradiction': 7.0, 'neutral': 39.8, 'entailment': 53.2}"
866,White people they were eating without the Zumas and new ANC members and Guptas saw a gap and fulfill it,0.283333333,neutral,,none,,['entailment'],"{'contradiction': 3.6, 'neutral': 11.7, 'entailment': 84.7}"
867,Thats a lie.   What did I say that was racist?  Nothing.  Youre a slanderer and youre the one making racist comments about white people.,0.287878788,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 2.0, 'entailment': 97.7}"
868,Antigay training......what sophistry   LOL,0.657894737,neutral,,none,,['entailment'],"{'contradiction': 1.1, 'neutral': 3.4, 'entailment': 95.5}"
869,Bigoted racist antisemitic homophobic comment from JonesKaren.,0.257575758,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 0.8, 'entailment': 99.1}"
870,When the Yazidi women and children are being raped murdered andor murdered by ISIS Justin condemns them for fearing Islam.  Remember it...,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 8.4, 'entailment': 90.7}"
871,One side was Nazi flagwaving Swastikacarrying xenophobic thugs intimidating a college campus and city with unabashed hatred toward jews gays and anyone who is not white male straight Christian and guntoting.  The other side was objecting to this vile intrusion. If thats altLeft sign me the f up.,0.5875,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.5, 'entailment': 97.0}"
872,And we have todays WINNAH for the most idiotic post of the day  Quite an accomplishment in that we have at least two Bambibrained white animal rights weeblewobbles proclaiming their maudlin stupidity on this thread.  Tell you what RRresearch the term apples and oranges and get back to us...,0.272727273,neutral,,none,,['entailment'],"{'contradiction': 2.9, 'neutral': 17.6, 'entailment': 79.5}"
873,What about state right Donny Boy? That is what you said about transgender rights? This man is such a liar,0.263157895,neutral,,none,,['entailment'],"{'contradiction': 1.8, 'neutral': 6.7, 'entailment': 91.5}"
