comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
Since females are a larger minority than blacks in the US passing the ERA is a good place to start.  It would also benefit the 50 of blacks who are female.  Both sexism AND racism matter.,0.285714286,neutral,,none,,contradiction,"[4.7162933349609375, -3.2627570629119873, -1.264143943786621]"
I would trust any transgendered soldier to have my back before I would trust Trump or any of his biblethumping christian bigots.,0.6125,bias,christians,religion,prejudice against christians,neutral,"[-1.682830572128296, 0.173463374376297, 1.0798008441925049]"
Transgenderism is a guaranteed way of getting some attention when a youngster gets none at home.,0.6,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-0.9681029915809631, 0.07671254873275757, 0.5740299820899963]"
Racism Racist Bigot Hater White all perjoratives thrown about by those seeking to control or shut down opposing commentary.,0.289855073,neutral,,none,,contradiction,"[5.028687000274658, -2.6727793216705322, -2.160137414932251]"
She hates white people so much.  I feel sorry for her.,0.575757576,neutral,,none,,contradiction,"[3.66695237159729, -2.2782468795776367, -1.193561315536499]"
Where does it say anything about Muslims being the cause of his fear?,0.5,neutral,,none,,contradiction,"[2.7487471103668213, -2.570526361465454, -0.255371630191803]"
You have spoken the truths it is too bad most Canadians cant see beyond their own stupidity...Trudeau turned out to be an real peace of ....  he is not here for Canadians but rather fills the country with unwanted Muslims on our dime for that matter...so that he can get their vote next time BUT I HOPE CANADIANS WILL SEE RIGHT THROUGH THAT PLOT Trudeau islamizing Canada every day more and more. HE DOESNT CARE ABOUT YOU AND ME UNLESS YOU ARE MUSLIM ...,0.575757576,bias,"canadians,muslims","race,religion",prejudice against canadians and muslims,neutral,"[-1.2236567735671997, 0.12277903407812119, 0.7336764931678772]"
There are no such peopel as moderate Muslims. They all believe one thing and that is the submission of all humankind to Islam.   The end goal for  Aziz is the same as a car bomber in Paris.  She will never ever  actually be critical of Islam or  jihadists  who kill for Islam.    She will be endlessly  critical of people who are critical of Islam. This is her jihad because she helps deflect blame for global jihad bloodshed from  Islam to us  who dont want to convert or die.,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[4.093651659786701e-05, -1.7471214532852173, 1.2895598411560059]"
utilitas wishes to know why white people are privileged.  Boggle.,0.5,bias,whites,race,prejudice against whites,entailment,"[-1.4202849864959717, 0.6367594003677368, 0.393717885017395]"
I wonder whether Trudeau is sending the GG so that the Liberals can avoid backlash from their jewish donors and muslim voters.  By sending the GG Trudeau can absolve himself of personal responsibility if it fails or take the  credit if it works.,0.5,bias,"liberals,jews,muslims","political,religion","prejudice against liberals,jews and muslims",neutral,"[-1.6228286027908325, 0.21063898503780365, 1.0850841999053955]"
No one has suggested support of Trump illegal. Thats just another idea unhinged from reality similar to Christians and whites being poor oppressed victims who need the KKK and nazis to stick up for them.  Please dont leave. We enjoy the laughs.,0.5,bias,"whites,christians","race,religion",prejudice against whites and christians,neutral,"[-0.9684520959854126, -0.388921320438385, 0.9446791410446167]"
You mean like how they are taught by black thugs since those black fathers are missing or how far too many young men and women are indoctrinated in the strict version of Islam and Sharia Law. Any thoughts about those people or are they off limits because of color or religion.  They are according to dishonest PC  cowardly liberals,0.675,bias,"blacks,muslims","race,religion",prejudice against blacks and muslims,neutral,"[-0.3328099250793457, -1.9007009267807007, 1.935666799545288]"
Right.  When a black drug dealer shoots people its gang violence.  When a Daesh fanatic does so its a terrorist attack.  But when a white supremacist murders nine black folks in a church or seven Sikh worshipers in their temple hes a crazy man.  Explain to me how that works James...,0.5,bias,whites,race,prejudice against whites,neutral,"[-0.9438913464546204, -0.24952824413776398, 0.8118141889572144]"
Homosexuality transgender sexall are deviations from normal human behavior as well.,0.557142857,bias,homosexuals,lgbtq,prejudice against homosexuals,neutral,"[-1.867071270942688, -0.6122425198554993, 2.0711045265197754]"
We kill Muslims and they kill Christians and Jews.  Imagine that.,0.830508475,neutral,,none,,contradiction,"[4.275693893432617, -2.5932962894439697, -1.4565767049789429]"
This country has been a giant affirmative action program for white folks that Europe didnt need or want. You have never been judged solely on merit. If a white man cant make it here he is just a loser. I dont miss the good old days when any white man could get away with murdering black people in church. Your greatest achievement was managing to be born white.,0.8,bias,whites,race,prejudice against whites,contradiction,"[1.6099746227264404, -1.1460942029953003, -0.457215279340744]"
Of course black people couldnt possibly be racist Its us whites that have done them in,0.540540541,bias,blacks,race,prejudice against blacks,entailment,"[-1.9950616359710693, 1.0444399118423462, 0.39438682794570923]"
Women are so narcissistic they want to pass laws that make them attractive in middle age  long after they have lost most of their eggs.   URL ?v6AsP0SLc_1I,0.515625,bias,women,gender,prejudice against women,neutral,"[-0.5233948230743408, -0.4240959584712982, 0.6151210069656372]"
Charles have you shot your limit on racist pigs yet?   Instead of celebrating the death of a black man we now celebrate the death of whiteys.  After all we have to get our revenge do we not?   Have you disowned Nelson Mandela yet because he would not let black South Africans get revenge on whitey?,0.742857143,bias,"blacks,whites",race,prejudice against blacks and whites,entailment,"[-1.5628772974014282, 0.6807569861412048, 0.48658329248428345]"
The opioid and heroin epidemic finally gets some attention since it beginning to have a huge impact on rural middleaged white men?  Well at least hopefully something will be done since it is a huge problem.,0.5,bias,whites,race,prejudice against whites,neutral,"[-0.6439027786254883, -1.6052054166793823, 1.8164448738098145]"
Why dont Western leaders press Egypt Turkey Pakistan and other Muslim nations on violence directed towards Christians?,0.6,bias,"muslims,christians",religion,prejudice against muslims and towards christians,neutral,"[-0.7001553177833557, -0.5724195241928101, 0.9544062614440918]"
Its more likely that this deceitful and amoral President believes that he benefits from the chaos and division sowed by neoNazis and white supremacists.  Correct. Has anyone heard anything about Russiagate recently?,0.5,bias,whites,race,prejudice against whites,neutral,"[-1.232810616493225, -1.3330718278884888, 2.1177496910095215]"
Unspoken hatred sitting on the shoulders of this fundamentalist Whitehater.,0.281690141,neutral,,none,,contradiction,"[2.9180045127868652, -1.5420118570327759, -1.3498104810714722]"
Dont worry Richard no one will ever take away your right to hate black people or gay people for having the same legal rights as you. Your bigotry and intolerance will always be protected by the US Constitution so you can feel free to be just as hateful and closeminded as you always have been.,0.6,neutral,,none,,contradiction,"[2.5501456260681152, -1.8882380723953247, -0.6706069111824036]"
Heres whats really going on in Portland. Look at the racial demographics of Portland then of California. Portland is mostly white whereas California has the largest minority population in the US. It should be obvious to everyone who knows Oregons history that Portlanders dont want Californians coming in because Californians are sometimes not white and Portlanders are racist. Yeah I said it.,0.7,bias,whites,race,prejudice against whites,neutral,"[-1.531179666519165, -0.5005932450294495, 1.5902076959609985]"
You cant expect a Satanist to recite the Lords Prayer and you cant expect a Christian to be ok with invoking Satan no more than a Muslim is going to show up for Christmas Mass. Whomever came up with the idea is foolish,0.283950617,neutral,,none,,contradiction,"[1.1403898000717163, -1.6024340391159058, 0.2585541605949402]"
China is basically toxic to this earth from the above fallacies strewn inside this article to an incredible array of atrocities brought forth on the environment people innocent animals ect ect.  THe list is neverending.  I dont know who to blame......the government the people the genetic makeup of this strain of home sapien.  I just dont know.  LIke someone preciently mentioned a few weeks ago.....the CHinese are like the Borg consuming everything in their way with  their prime directive beingworld assimilation.  And our glorious JT just holds out more welcoming mats.,0.8,bias,chinese,race,prejudice against chinese,neutral,"[-1.628064751625061, -0.3503609299659729, 1.5091756582260132]"
The LGBT rational is totally in your mind.  President Obama clearly stated his reasoning for commuting Chelsea Mannings sentence.  The LGBT element is irrelevant and immaterial.  Why arent you considering the LGBT aspect of James Cartwright commutation?  That has as much potential misdirection as your assumption about President Obamas reasoning and falls right in to line with your style of innuendo.,0.5,bias,lgbtq,lgbtq,prejudice against lgbtq,contradiction,"[3.663675546646118, -2.9173941612243652, -0.7219055891036987]"
