,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
4141,Notice anything? Theyre all fat white people..,0.716666667,bias,whites,race,prejudice towards whites,contradiction,"[0.8117597103118896, -1.7736777067184448, 0.783255934715271]"
3524,Now please tell me. Is Englebert Humperdink gay or stud?,0.6,bias,gays,lgbtq,prejudice against men,neutral,"[-0.6210850477218628, -0.9867083430290222, 1.21835196018219]"
1761,DANGER  Muslim housewives riding public transit on the way to the grocery store....EVERYBODY PANIC,0.6,bias,"muslims,women","religion,gender",prejudice against muslim women,neutral,"[-1.1174582242965698, -1.137209415435791, 1.7982217073440552]"
3523,Oh Boo hoo if we sound like armed hoodlums it comes from a Place of Pain. Get yer hankies out Albertie is awhining again. Im surprised they dont blame Jewish Bankers and the Masonic Lodge.,0.5,bias,jews,religion,prejudice against jews,neutral,"[-0.8995082378387451, -0.530758798122406, 1.0721497535705566]"
3699,Women are such hypocrites. lol,0.701754386,bias,women,gender,prejudice against women,entailment,"[-1.8747833967208862, 1.0741382837295532, 0.33520573377609253]"
1871,Im not gay  or black or of a religious minority or any other identifiable target group. But I do think that the union is trying to stir up trouble.,0.6,bias,"gays,blacks","lgbtq,race",prejudice against gays and blacks,neutral,"[-1.7615078687667847, 0.09995505958795547, 1.3056176900863647]"
3389,In blunter terms it means more dead women.,0.275,neutral,,none,,contradiction,"[3.3912665843963623, -2.626864194869995, -0.6850602626800537]"
2776,This guy is proof that liberalism is a mental disorder. No matter what the problem its never the bums fault. And yes if you leave needles and feces in a public place for other people to deal with you are a bum.   The best way to deal with these bums is the same way you deal with any rodent stop feeding them.,0.283783784,neutral,,none,,contradiction,"[2.9081249237060547, -2.405158042907715, -0.47397395968437195]"
3715,Trump has never done anything that didnt benefit him first. He is 70 years old and not going to change. He loves the poorly educated because they are easy to con. Globalization is hard on the poorly educated including poorly educated white people. The only thing worse for them would be the trade war he promised. Of course they will enjoy the weekly police shootings of unarmed black people. Those whites enjoy that almost as much as their elders enjoyed watching lynchings.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.0548481941223145, -1.3061593770980835, 1.9117759466171265]"
3266,His compulsive need for attention any attention does suggest someone who has already been run over too many times. But the selfhating gay man who takes his rage out on women is a meme I cant abide.,0.6,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.5068645477294922, -0.6451582312583923, 0.8986814618110657]"
3407,Koreans are rude people in general.  I never met any nice Koreans only rude ones.,0.6875,bias,koreans,race,prejudice against koreans,neutral,"[-2.1626248359680176, -0.18211998045444489, 1.9510602951049805]"
778,The free world... all of Christendom... is at war with Islamic horror. Not one penny of American treasure should be granted to any nation who harbors these heathen animals. Not a single radicalized Islamic suspect should be granted any measure of quarter. Their intended entry to the American homeland should be summarily denied. Every conceivable measure should be engaged to hunt them down. Hunt them identify them and kill them. Kill them all. For the sake of all that is good and righteous. Kill them all.  Captain Clay Higgins,0.8,bias,"christians,muslims",religion,prejudice against christians and muslims,neutral,"[-0.6806139945983887, -1.219622254371643, 1.4941887855529785]"
2560,3 perfectly normal non racist white people out of 4 fear that a Muslim will blow them up.....,0.742857143,bias,"whites,muslims","race,religion","prejudice against whitess,prejudice against muslims",entailment,"[-0.41722309589385986, 0.5294132828712463, -0.3089757263660431]"
3496,Do any Indians have jobs that the taxpayer isnt paying their wages? Another Indian is suing for his religious rights. I did not know that being an Indian is a religion. I am tired of these court cases and will no longer support Indian businesses.,0.5,bias,indians,race,prejudice against indians,neutral,"[-1.2567453384399414, -0.314895898103714, 1.1903880834579468]"
2088,Sorry Alexandea any group that denies science and wants to trample over the constitutions freedom of religion for all religions is wrong. There are many beliefs in evangelicals faith as well as Catholics faith that are plain stupid,0.541666667,bias,"evangelicala,catholics",religion,prejudice against evangelicals and catholics,neutral,"[-1.195162296295166, -0.5713886618614197, 1.3151648044586182]"
3066,I would grant Muslim women the right to wear the face coverings in public if they agree to lift them without a lot of fuss  in banks hospitals public transit  airports and airplanes while driving in court and when requested by police officers for the purposes of identification. But they wont because they know the burqa is all about keeping secrets. There is mischief under the veils.,0.5,bias,"muslims,women","religion,gender",prejudice against muslim women,neutral,"[-1.7439779043197632, -0.6629737019538879, 2.0486502647399902]"
1250,Why adopt a child if youre going to mistreat and mentally abuse them.  Thats the answer to the question to mistreat them and mentally abuse them for the rest of there lives.  The devil and his angels are the angels of light who masquerades as the servant of righteousness.  The Japanese Okinawans Chinese Filipinos Blacks and Caucasians are the worst offenders who masquerades as the servant of righteousness.  The purpose of the devil is to continously lie cheat steal kill destroy deceive and to inflict pain.,0.513157895,neutral,,none,,contradiction,"[3.265031337738037, -2.693000316619873, -0.5171054601669312]"
3885,We have forced registration? Actually landed white men mostly were poorly educated. Women were excluded from federal elections was that owing to your expressed lack of wisdom? Wikipedia says that landed women and free blacks could vote in local election in some states. Only 23 of citizens voted for the president in the fist couple of elections.,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-0.9963263273239136, -1.5529729127883911, 2.1458892822265625]"
549,Yo ho can you explain to me why white men commit 99 of child sex crimes and usually kill their prey?,0.527027027,bias,whites,race,prejudice against whites,neutral,"[-1.6864951848983765, -0.24463674426078796, 1.5267025232315063]"
699,Complete fantasy. Just like giving them jobs so says Obama will cure terror. Non Muslims convert or die is their theme PERIOD.,0.5,bias,muslims,religion,prejudice against muslims,neutral,"[-1.4332574605941772, 0.13275080919265747, 0.9334281086921692]"
3537,HAHthis newspaper is almost a bigger joke than the fed.govt  NO they both strain the credibility  of the public.This liberal newsletter of the OrganicfarmersofDiversityin a  Pacific Northwest that has very few black peopleWHY DO YOU  THINK this state and county has so many liberals living here?Because its so WHITE HERE.,0.5,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-1.3068424463272095, -0.7596291303634644, 1.6383625268936157]"
791,RD wants faithful Christians to act like jerks as ways of  showing their fear and loathing of gays.,0.597014925,bias,christians,religion,prejudice against christians,neutral,"[-1.9215984344482422, 0.321077823638916, 1.2297368049621582]"
3052,By disappearing you are F..ing your country how can we trust these bastards to be loyal to us? no more muslim terrorist in our country,0.676923077,bias,muslims,religion,prejudice against muslims,neutral,"[-1.037864089012146, -0.2563244700431824, 0.9113373756408691]"
1065,Keep it up as I and many others I know are using our rights to completely tune you out and will continue.  There is not over 500 killings in Chicago almost all black men.  So get to the places that are truly in trouble and walk the streets donate some of the average 1.4 million that football players make to improving the communities that bred the killings.  To disrespect our flag and as a combat veteran who has problems from my service it makes me very angry and completely shuts down any willingness to help.  So go ahead all you privileged clowns stay at the circus of the NFL and like Ringling Brothers you will go out of business.,0.5,neutral,,none,,contradiction,"[3.2464375495910645, -2.6952157020568848, -0.5042099356651306]"
491,what race all I know or care about is the human race the rest are just scin tones made into useless dislogical steriotypes. also theres white latino and practically all scin tones in the nfl as well.,0.6,neutral,,none,,contradiction,"[3.2676305770874023, -2.911660671234131, -0.35630589723587036]"
2700,Unfortunately you cannot say we should truly forgive... if you are a white man. This is SA after all. Only a black man may say that.   Sigh...,0.6,bias,"blacks,whites",race,prejudice against blacks and whites,neutral,"[-0.7021728754043579, -1.3123719692230225, 1.5776883363723755]"
1001,Do you tell whites to stop killing other whites?  Because thats who kills white folks.  If not why not?,0.525,bias,whites,race,prejudice against whites,neutral,"[-1.8931843042373657, 0.4540080726146698, 1.0482609272003174]"
2896,For the love of God do NOT let this scumbag on our campus  Stay out of our city  You nor any of these dumbass inbred whitetrash supremacists are wanted  YOU ARE NOT WELCOME,0.571428571,bias,whites,race,prejudice against whites,neutral,"[-1.9508782625198364, 0.5496301651000977, 0.9574244618415833]"
3464,Exactly you ass Ha Meanwhile the Prince of the Fairies from Lord of Rings college educated bastard runs loose on his double homicide white dude crap and people simply feel better that they caught gasp guy who turned himself in big bad gangster thug. Only reason its getting so much attention. Sleep well tonight folks one big bad black man is in jail.,0.525,bias,"whites,blacks ",race,prejudice against whites and blacks,neutral,"[-0.7125710248947144, -0.9310555458068848, 1.2596278190612793]"
